Type,Localisation,Price,Area,Rooms,Bedrooms,Bathrooms,Floor,Other_tags,Price_m2,Current_state,Age
Appartements,Anfa,1230000,86.0,3.0,2.0,2.0,1.0,"['Bon état', '10-20 ans']",14302.32558139535,Bon état,10-20 ans
Appartements,La Gironde,900000,86.0,3.0,2.0,1.0,5.0,"['Bon état', '10-20 ans']",10465.116279069767,Bon état,10-20 ans
Appartements,Bourgogne Ouest,2400000,180.0,5.0,3.0,3.0,3.0,"['Bon état', '10-20 ans']",13333.333333333334,Bon état,10-20 ans
Appartements,Les princesses,1550000,120.0,5.0,3.0,2.0,5.0,"['Bon état', '5-10 ans']",12916.666666666666,Bon état,5-10 ans
Appartements,Bourgogne Ouest,1450000,113.0,4.0,3.0,2.0,1.0,"['Bon état', '10-20 ans']",12831.858407079646,Bon état,10-20 ans
Appartements,Triangle d'Or,4800000,245.0,4.0,3.0,3.0,3.0,"['Bon état', '10-20 ans']",19591.83673469388,Bon état,10-20 ans
Villas,Californie,7500000,400.0,8.0,5.0,4.0,0.0,['Bon état'],18750.0,Bon état,
Appartements,Maârif,1750000,113.0,3.0,2.0,2.0,4.0,"['Nouveau', '1-5 ans']",15486.725663716814,Nouveau,1-5 ans
Appartements,Bourgogne Ouest,2590000,100.0,3.0,2.0,3.0,6.0,"['Nouveau', ""Moins d'un an""]",25900.0,Nouveau,Moins d'un an
Appartements,Triangle d'Or,3300000,121.0,3.0,1.0,2.0,10.0,"['Nouveau', ""Moins d'un an""]",27272.727272727272,Nouveau,Moins d'un an
Appartements,Racine,1300000,48.0,2.0,1.0,1.0,2.0,"['Nouveau', '1-5 ans']",27083.33333333333,Nouveau,1-5 ans
Appartements,Gauthier,2900000,230.0,4.0,3.0,3.0,7.0,"['Bon état', '10-20 ans']",12608.695652173914,Bon état,10-20 ans
Appartements,La Gironde,1290000,105.0,7.0,2.0,2.0,1.0,"['Bon état', '5-10 ans']",12285.714285714286,Bon état,5-10 ans
Appartements,Val Fleury,2219000,124.0,8.0,3.0,3.0,3.0,"['Nouveau', ""Moins d'un an""]",17895.16129032258,Nouveau,Moins d'un an
Appartements,Anfa,2408000,165.0,6.0,4.0,2.0,9.0,['Bon état'],14593.939393939394,Bon état,
Appartements,Val Fleury,2500000,137.0,4.0,3.0,3.0,2.0,"['Nouveau', ""Moins d'un an""]",18248.17518248175,Nouveau,Moins d'un an
Appartements,Gauthier,1870000,107.0,4.0,3.0,2.0,6.0,['Nouveau'],17476.635514018693,Nouveau,
Appartements,Maârif,860000,51.0,2.0,1.0,1.0,2.0,"['Nouveau', '1-5 ans']",16862.745098039217,Nouveau,1-5 ans
Appartements,Gauthier,2300000,88.0,3.0,2.0,2.0,3.0,"['Nouveau', ""Moins d'un an""]",26136.36363636364,Nouveau,Moins d'un an
Villas,Anfa,11900000,625.0,6.0,5.0,6.0,0.0,"['À rénover', '30-50 ans']",19040.0,À rénover,30-50 ans
Villas,Anfa,27000000,1000.0,6.0,6.0,7.0,0.0,"['À rénover', '30-50 ans']",27000.0,À rénover,30-50 ans
Villas,Sidi Maarouf,5500000,400.0,7.0,5.0,4.0,0.0,['Bon état'],13750.0,Bon état,
Appartements,Ain Diab,4500000,238.0,4.0,3.0,4.0,3.0,"['Nouveau', ""Moins d'un an""]",18907.563025210085,Nouveau,Moins d'un an
Appartements,Racine,2800000,107.0,4.0,3.0,4.0,5.0,"['Nouveau', ""Moins d'un an""]",26168.22429906542,Nouveau,Moins d'un an
Villas,Californie,45000000,4037.0,12.0,6.0,7.0,0.0,"['Bon état', '10-20 ans']",11146.891255883082,Bon état,10-20 ans
Appartements,Gauthier,4200000,244.0,4.0,3.0,4.0,6.0,"['Nouveau', '5-10 ans']",17213.114754098362,Nouveau,5-10 ans
Appartements,Gauthier,4900000,446.0,6.0,5.0,4.0,6.0,"['Bon état', '1-5 ans']",10986.547085201792,Bon état,1-5 ans
Appartements,Gauthier,3400000,229.0,4.0,3.0,3.0,1.0,"['Bon état', '5-10 ans']",14847.161572052402,Bon état,5-10 ans
Appartements,Gauthier,4200000,200.0,4.0,3.0,3.0,1.0,"['Nouveau', '1-5 ans']",21000.0,Nouveau,1-5 ans
Appartements,Casablanca Finance City,2090000,99.0,3.0,2.0,2.0,3.0,"['Nouveau', '1-5 ans']",21111.11111111111,Nouveau,1-5 ans
Appartements,Racine,3500000,183.0,5.0,3.0,2.0,4.0,['Bon état'],19125.683060109288,Bon état,
Appartements,Palmier,3800000,258.0,7.0,4.0,3.0,4.0,"['Bon état', '5-10 ans']",14728.682170542636,Bon état,5-10 ans
Appartements,Oasis,1239000,59.0,3.0,2.0,1.0,1.0,['Nouveau'],21000.0,Nouveau,
Appartements,Oasis,1176000,56.0,2.0,1.0,1.0,1.0,['Nouveau'],21000.0,Nouveau,
Appartements,La Gironde,1035000,90.0,4.0,3.0,2.0,5.0,['Nouveau'],11500.0,Nouveau,
Villas,CIL (Hay Salam),10400000,400.0,3.0,5.0,3.0,0.0,"['À rénover', '20-30 ans']",26000.0,À rénover,20-30 ans
Villas,Sidi Maarouf,3900000,330.0,6.0,5.0,4.0,0.0,['Bon état'],11818.181818181818,Bon état,
Appartements,Les princesses,1570000,105.0,3.0,2.0,2.0,1.0,"['Bon état', '5-10 ans']",14952.380952380952,Bon état,5-10 ans
Villas,Californie,16000000,1076.0,6.0,5.0,6.0,0.0,"['Bon état', '10-20 ans']",14869.888475836431,Bon état,10-20 ans
Appartements,Maârif,1000000,66.0,3.0,2.0,1.0,2.0,['Nouveau'],15151.515151515152,Nouveau,
Appartements,Californie,1688960,104.0,3.0,2.0,2.0,1.0,['Nouveau'],16240.0,Nouveau,
Appartements,Californie,1771840,113.0,4.0,3.0,2.0,3.0,['Nouveau'],15680.0,Nouveau,
Appartements,Californie,1624000,100.0,4.0,3.0,2.0,4.0,[],16240.0,,
Appartements,Bourgogne Ouest,1200000,51.0,2.0,1.0,1.0,3.0,"['Nouveau', ""Moins d'un an""]",23529.41176470588,Nouveau,Moins d'un an
Appartements,Maârif,850000,40.0,2.0,1.0,1.0,3.0,"['Nouveau', ""Moins d'un an""]",21250.0,Nouveau,Moins d'un an
Appartements,Maârif,2020750,100.0,4.0,2.0,2.0,3.0,['Nouveau'],20207.5,Nouveau,
Appartements,Californie,1642500,91.0,4.0,3.0,2.0,4.0,['Nouveau'],18049.45054945055,Nouveau,
Appartements,Casablanca Finance City,1789000,96.0,3.0,2.0,2.0,1.0,['Nouveau'],18635.416666666668,Nouveau,
Appartements,Anfa,1050000,63.0,3.0,2.0,2.0,1.0,"['Nouveau', ""Moins d'un an""]",16666.666666666668,Nouveau,Moins d'un an
Appartements,Racine,1950000,99.0,4.0,2.0,2.0,4.0,"['Bon état', '10-20 ans']",19696.969696969696,Bon état,10-20 ans
Appartements,Maârif,3500000,243.0,4.0,3.0,3.0,5.0,"['Bon état', '20-30 ans']",14403.29218106996,Bon état,20-30 ans
Villas,Ain Diab,27000000,1180.0,7.0,4.0,6.0,0.0,"['Nouveau', '1-5 ans']",22881.35593220339,Nouveau,1-5 ans
Appartements,Maârif Extension,1200000,95.0,3.0,2.0,2.0,7.0,"['Bon état', '10-20 ans']",12631.578947368422,Bon état,10-20 ans
Villas,Ain Diab Extension,7300000,395.0,7.0,4.0,3.0,0.0,"['Nouveau', '5-10 ans']",18481.01265822785,Nouveau,5-10 ans
Villas,Californie,7900000,450.0,4.0,3.0,3.0,0.0,"['Bon état', '5-10 ans']",17555.555555555555,Bon état,5-10 ans
Appartements,Mers Sultan,910000,91.0,4.0,3.0,2.0,7.0,"['Bon état', '10-20 ans']",10000.0,Bon état,10-20 ans
Appartements,Californie,1602050,96.0,4.0,3.0,3.0,1.0,['Nouveau'],16688.020833333332,Nouveau,
Appartements,Californie,1691200,100.0,4.0,3.0,2.0,3.0,['Nouveau'],16912.0,Nouveau,
Appartements,Californie,1547620,94.0,4.0,3.0,2.0,4.0,['Nouveau'],16464.042553191488,Nouveau,
Appartements,Oasis,1386000,63.0,3.0,2.0,1.0,3.0,['Nouveau'],22000.0,Nouveau,
Appartements,Oasis,1298000,59.0,2.0,1.0,1.0,3.0,['Nouveau'],22000.0,Nouveau,
Appartements,Racine,1850000,82.0,3.0,2.0,2.0,3.0,"['Bon état', '10-20 ans']",22560.975609756097,Bon état,10-20 ans
Appartements,Les princesses,3200000,200.0,6.0,3.0,3.0,5.0,"['Bon état', '5-10 ans']",16000.0,Bon état,5-10 ans
Appartements,Racine,1800000,82.0,5.0,2.0,1.0,2.0,"['Bon état', '5-10 ans']",21951.219512195123,Bon état,5-10 ans
Appartements,Oasis,2701000,151.0,4.0,3.0,2.0,1.0,['Nouveau'],17887.417218543047,Nouveau,
Appartements,Californie,1539000,114.0,3.0,2.0,2.0,3.0,['Nouveau'],13500.0,Nouveau,
Appartements,Racine,4300000,182.0,6.0,3.0,2.0,5.0,"['Bon état', '10-20 ans']",23626.373626373625,Bon état,10-20 ans
Villas,CIL (Hay Salam),10900000,565.0,5.0,4.0,3.0,0.0,['Bon état'],19292.035398230088,Bon état,
Villas,Sidi Maarouf,4800000,250.0,5.0,3.0,3.0,0.0,['Bon état'],19200.0,Bon état,
Appartements,Gauthier,3328000,228.0,3.0,3.0,3.0,3.0,"['Bon état', '20-30 ans']",14596.491228070176,Bon état,20-30 ans
Villas,Californie,5500000,256.0,6.0,4.0,4.0,0.0,['Bon état'],21484.375,Bon état,
Appartements,Bourgogne Ouest,2150000,131.0,4.0,3.0,2.0,4.0,"['Bon état', '10-20 ans']",16412.213740458013,Bon état,10-20 ans
Villas,Ain Diab Extension,13000000,608.0,6.0,5.0,6.0,0.0,"['Bon état', '5-10 ans']",21381.57894736842,Bon état,5-10 ans
Villas,Longchamps (Hay Al Hanâa),10500000,600.0,6.0,6.0,6.0,0.0,"['Bon état', '10-20 ans']",17500.0,Bon état,10-20 ans
Villas,Californie,17000000,780.0,10.0,7.0,8.0,0.0,"['Bon état', '10-20 ans']",21794.871794871797,Bon état,10-20 ans
Appartements,CIL (Hay Salam),2400000,175.0,5.0,4.0,2.0,5.0,"['Bon état', '5-10 ans']",13714.285714285714,Bon état,5-10 ans
Villas,Ain Diab,18525000,1235.0,10.0,7.0,8.0,0.0,"['À rénover', '30-50 ans']",15000.0,À rénover,30-50 ans
Villas,Les princesses,14000000,1068.0,8.0,5.0,6.0,0.0,"['À rénover', '30-50 ans']",13108.614232209738,À rénover,30-50 ans
Appartements,Casablanca Finance City,2350000,116.0,3.0,2.0,2.0,1.0,"['Nouveau', '1-5 ans']",20258.62068965517,Nouveau,1-5 ans
Villas,Longchamps (Hay Al Hanâa),11700000,470.0,3.0,5.0,4.0,0.0,"['Bon état', '10-20 ans']",24893.6170212766,Bon état,10-20 ans
Appartements,Bourgogne Ouest,2500000,131.0,2.0,3.0,2.0,3.0,"['Bon état', '5-10 ans']",19083.969465648854,Bon état,5-10 ans
Villas,Californie,7500000,434.0,4.0,4.0,4.0,0.0,"['Bon état', '10-20 ans']",17281.10599078341,Bon état,10-20 ans
Villas,Ain Diab Extension,7500000,395.0,9.0,5.0,2.0,0.0,"['Bon état', '10-20 ans']",18987.3417721519,Bon état,10-20 ans
Villas,Sidi Maarouf,6800000,450.0,7.0,4.0,4.0,0.0,"['Nouveau', '1-5 ans']",15111.111111111111,Nouveau,1-5 ans
Villas,Californie,16000000,1000.0,5.0,4.0,3.0,0.0,['Bon état'],16000.0,Bon état,
Villas,Californie,35000000,2500.0,4.0,4.0,4.0,0.0,"['Bon état', '5-10 ans']",14000.0,Bon état,5-10 ans
Appartements,Racine,2800000,126.0,4.0,3.0,2.0,2.0,['Bon état'],22222.222222222223,Bon état,
Villas,Ain Diab Extension,18000000,1426.0,10.0,6.0,6.0,0.0,"['Bon état', '5-10 ans']",12622.720897615707,Bon état,5-10 ans
Villas,Californie,14000000,724.0,10.0,6.0,7.0,0.0,"['Bon état', '10-20 ans']",19337.01657458564,Bon état,10-20 ans
Appartements,Maârif Extension,1750000,114.0,3.0,2.0,2.0,4.0,"['Bon état', '10-20 ans']",15350.877192982456,Bon état,10-20 ans
Villas,Ain Diab Extension,8300000,478.0,8.0,5.0,5.0,0.0,"['Bon état', '5-10 ans']",17364.016736401674,Bon état,5-10 ans
Appartements,Palmier,1900000,122.0,4.0,3.0,2.0,5.0,"['Bon état', '5-10 ans']",15573.77049180328,Bon état,5-10 ans
Appartements,Racine,3600000,183.0,5.0,4.0,4.0,4.0,"['Bon état', '10-20 ans']",19672.131147540986,Bon état,10-20 ans
Appartements,Bourgogne Ouest,590000,83.0,2.0,1.0,1.0,4.0,"['Bon état', '20-30 ans']",7108.433734939759,Bon état,20-30 ans
Appartements,Gauthier,2500000,176.0,4.0,3.0,2.0,3.0,['Nouveau'],14204.545454545454,Nouveau,
Appartements,Oulfa,861000,82.0,3.0,2.0,2.0,3.0,['Nouveau'],10500.0,Nouveau,
Appartements,Oulfa,600000,75.0,3.0,2.0,2.0,2.0,"['Nouveau', ""Moins d'un an""]",8000.0,Nouveau,Moins d'un an
Appartements,Les princesses,2400000,158.0,4.0,3.0,3.0,4.0,"['Bon état', '10-20 ans']",15189.87341772152,Bon état,10-20 ans
Appartements,Racine,6000000,266.0,7.0,4.0,4.0,3.0,"['Nouveau', ""Moins d'un an""]",22556.39097744361,Nouveau,Moins d'un an
Appartements,Les princesses,2000000,138.0,4.0,3.0,2.0,4.0,"['Bon état', '10-20 ans']",14492.753623188406,Bon état,10-20 ans
Appartements,Les Hôpitaux,2400000,151.0,5.0,3.0,2.0,5.0,"['Nouveau', '1-5 ans']",15894.039735099335,Nouveau,1-5 ans
Appartements,Triangle d'Or,4800000,264.0,6.0,3.0,3.0,1.0,"['Nouveau', '1-5 ans']",18181.81818181818,Nouveau,1-5 ans
Villas,Oasis,11600000,1058.0,12.0,6.0,4.0,0.0,"['Bon état', '10-20 ans']",10964.083175803402,Bon état,10-20 ans
Appartements,Racine,2500000,165.0,4.0,3.0,2.0,3.0,['Bon état'],15151.515151515152,Bon état,
Appartements,Bourgogne Ouest,2450000,120.0,3.0,2.0,1.0,3.0,['Nouveau'],20416.666666666668,Nouveau,
Appartements,Gauthier,1737300,98.0,3.0,2.0,2.0,6.0,"['Bon état', '10-20 ans']",17727.551020408162,Bon état,10-20 ans
Appartements,La Gironde,1100000,96.0,4.0,2.0,2.0,2.0,"['Bon état', '10-20 ans']",11458.333333333334,Bon état,10-20 ans
Appartements,Aïn Sebaâ,320000,50.0,3.0,2.0,1.0,2.0,['Bon état'],6400.0,Bon état,
Villas,Californie,12000000,1105.0,8.0,4.0,4.0,0.0,"['Bon état', '10-20 ans']",10859.72850678733,Bon état,10-20 ans
Appartements,Maârif Extension,1200000,83.0,3.0,2.0,2.0,2.0,"['Nouveau', ""Moins d'un an""]",14457.831325301206,Nouveau,Moins d'un an
Appartements,Les Hôpitaux,2012500,129.0,3.0,3.0,2.0,5.0,"['Nouveau', ""Moins d'un an""]",15600.77519379845,Nouveau,Moins d'un an
Villas,Polo,13500000,1434.0,8.0,6.0,4.0,0.0,"['Bon état', '10-20 ans']",9414.225941422594,Bon état,10-20 ans
Appartements,Oasis,2850000,195.0,4.0,3.0,3.0,1.0,"['Bon état', '1-5 ans']",14615.384615384615,Bon état,1-5 ans
Villas,CIL (Hay Salam),5990000,361.0,7.0,3.0,3.0,0.0,"['Bon état', '5-10 ans']",16592.797783933518,Bon état,5-10 ans
Appartements,Racine,6000000,250.0,6.0,3.0,3.0,5.0,['Nouveau'],24000.0,Nouveau,
Villas,CIL (Hay Salam),16520000,944.0,9.0,7.0,6.0,0.0,['Bon état'],17500.0,Bon état,
Appartements,Gauthier,2450000,167.0,3.0,2.0,3.0,2.0,"['Bon état', '5-10 ans']",14670.65868263473,Bon état,5-10 ans
Villas,Californie,44800000,5000.0,12.0,7.0,6.0,0.0,"['À rénover', '20-30 ans']",8960.0,À rénover,20-30 ans
Appartements,Gauthier,3500000,210.0,4.0,3.0,2.0,1.0,"['Bon état', '5-10 ans']",16666.666666666668,Bon état,5-10 ans
Appartements,Gauthier,3800000,347.0,4.0,3.0,3.0,6.0,"['Bon état', '5-10 ans']",10951.008645533142,Bon état,5-10 ans
Appartements,Maârif Extension,1000000,124.0,3.0,2.0,2.0,4.0,"['Bon état', '20-30 ans']",8064.516129032258,Bon état,20-30 ans
Appartements,Les Hôpitaux,2900000,214.0,12.0,3.0,2.0,2.0,['Nouveau'],13551.40186915888,Nouveau,
Appartements,Palmier,3500000,262.0,4.0,3.0,3.0,6.0,"['Bon état', '5-10 ans']",13358.7786259542,Bon état,5-10 ans
Appartements,Gauthier,3300000,198.0,6.0,4.0,3.0,6.0,"['Nouveau', '5-10 ans']",16666.666666666668,Nouveau,5-10 ans
Villas,Ain Diab,8300000,477.0,2.0,1.0,2.0,0.0,['Bon état'],17400.41928721174,Bon état,
Appartements,Bourgogne Ouest,1007000,53.0,2.0,1.0,1.0,5.0,['Nouveau'],19000.0,Nouveau,
Villas,Californie,60000000,5400.0,3.0,5.0,5.0,0.0,['Bon état'],11111.111111111111,Bon état,
Villas,Ain Diab Extension,17000000,1430.0,4.0,4.0,4.0,0.0,['Bon état'],11888.111888111887,Bon état,
Villas,CIL (Hay Salam),8500000,492.0,9.0,5.0,4.0,0.0,"['À rénover', '20-30 ans']",17276.422764227642,À rénover,20-30 ans
Appartements,Maârif Extension,2450000,140.0,4.0,3.0,2.0,5.0,"['Bon état', '10-20 ans']",17500.0,Bon état,10-20 ans
Appartements,Californie,1927400,127.0,4.0,3.0,2.0,3.0,[],15176.377952755904,,
Appartements,Californie,1613100,106.0,4.0,3.0,2.0,1.0,[],15217.924528301886,,
Appartements,Californie,2021750,130.0,4.0,3.0,2.0,2.0,[],15551.923076923076,,
Appartements,Maârif,2839750,142.0,4.0,3.0,2.0,5.0,['Nouveau'],19998.23943661972,Nouveau,
Appartements,La Gironde,1119000,117.0,8.0,3.0,2.0,1.0,"['Bon état', '5-10 ans']",9564.102564102564,Bon état,5-10 ans
Appartements,Les Hôpitaux,2000000,150.0,5.0,3.0,2.0,1.0,['Bon état'],13333.333333333334,Bon état,
Appartements,Racine,3850000,210.0,4.0,3.0,2.0,3.0,['Bon état'],18333.33333333333,Bon état,
Appartements,Bourgogne Ouest,1300000,52.0,2.0,1.0,1.0,5.0,"['Nouveau', ""Moins d'un an""]",25000.0,Nouveau,Moins d'un an
Appartements,Gauthier,1750000,98.0,2.0,1.0,1.0,3.0,"['Bon état', '1-5 ans']",17857.14285714286,Bon état,1-5 ans
Appartements,Californie,1630720,104.0,3.0,2.0,2.0,4.0,['Nouveau'],15680.0,Nouveau,
Villas,Anfa Supérieur,25000000,1000.0,7.0,4.0,3.0,0.0,['Bon état'],25000.0,Bon état,
Villas,Ain Diab,13500000,767.0,7.0,4.0,3.0,0.0,['Bon état'],17601.04302477184,Bon état,
Appartements,Bourgogne Ouest,1200000,95.0,3.0,2.0,1.0,7.0,"['Bon état', '10-20 ans']",12631.578947368422,Bon état,10-20 ans
Villas,Ain Diab,7100000,382.0,6.0,4.0,4.0,0.0,"['Bon état', '20-30 ans']",18586.38743455497,Bon état,20-30 ans
Appartements,Triangle d'Or,4200000,299.0,4.0,3.0,3.0,1.0,"['Nouveau', '5-10 ans']",14046.822742474917,Nouveau,5-10 ans
Appartements,Maârif Extension,1868000,101.0,3.0,2.0,1.0,5.0,[],18495.049504950493,,
Appartements,Maârif Extension,1076000,57.0,2.0,1.0,1.0,5.0,[],18877.19298245614,,
Appartements,Maârif Extension,1382000,74.0,3.0,2.0,1.0,4.0,[],18675.67567567568,,
Appartements,Maârif Extension,896000,47.0,2.0,1.0,1.0,1.0,[],19063.82978723404,,
Villas,Californie,8700000,648.0,8.0,4.0,4.0,0.0,"['Nouveau', '5-10 ans']",13425.925925925923,Nouveau,5-10 ans
Villas,Longchamps (Hay Al Hanâa),14000000,975.0,7.0,4.0,3.0,0.0,"['Bon état', '10-20 ans']",14358.97435897436,Bon état,10-20 ans
Appartements,Aïn Sebaâ,797865,71.0,3.0,2.0,2.0,2.0,['Nouveau'],11237.535211267606,Nouveau,
Appartements,Aïn Sebaâ,891080,76.0,3.0,2.0,2.0,3.0,['Nouveau'],11724.736842105263,Nouveau,
Appartements,Aïn Sebaâ,970905,87.0,4.0,3.0,2.0,1.0,['Nouveau'],11159.827586206897,Nouveau,
Appartements,Gauthier,1250000,45.0,2.0,1.0,1.0,3.0,['Bon état'],27777.777777777777,Bon état,
Appartements,Oasis,1370000,62.0,2.0,1.0,1.0,3.0,"['Nouveau', ""Moins d'un an""]",22096.774193548383,Nouveau,Moins d'un an
Villas,Californie,14000000,1001.0,7.0,5.0,5.0,0.0,['Bon état'],13986.013986013986,Bon état,
Appartements,Les princesses,1760800,89.0,3.0,2.0,2.0,2.0,"['Nouveau', ""Moins d'un an""]",19784.26966292135,Nouveau,Moins d'un an
Appartements,Maârif Extension,1550000,89.0,3.0,2.0,2.0,3.0,"['Bon état', '1-5 ans']",17415.73033707865,Bon état,1-5 ans
Appartements,Racine,2000000,111.0,4.0,3.0,2.0,4.0,"['Bon état', '10-20 ans']",18018.018018018018,Bon état,10-20 ans
Appartements,Mers Sultan,1650000,115.0,4.0,3.0,1.0,3.0,"['Bon état', '10-20 ans']",14347.826086956522,Bon état,10-20 ans
Appartements,Gauthier,3300000,155.0,4.0,3.0,2.0,7.0,"['Bon état', '5-10 ans']",21290.322580645163,Bon état,5-10 ans
Appartements,Palmier,3400000,265.0,4.0,3.0,2.0,6.0,"['Bon état', '10-20 ans']",12830.188679245282,Bon état,10-20 ans
Villas,Californie,15000000,1065.0,8.0,4.0,4.0,0.0,"['Nouveau', '1-5 ans']",14084.50704225352,Nouveau,1-5 ans
Villas,Californie,8500000,605.0,9.0,4.0,3.0,0.0,"['Nouveau', '5-10 ans']",14049.586776859504,Nouveau,5-10 ans
Villas,Californie,9000000,728.0,9.0,4.0,3.0,0.0,"['Nouveau', '5-10 ans']",12362.637362637362,Nouveau,5-10 ans
Villas,Californie,15000000,1100.0,8.0,4.0,3.0,0.0,"['Nouveau', '1-5 ans']",13636.363636363636,Nouveau,1-5 ans
Villas,Ain Diab,4700000,380.0,8.0,4.0,3.0,0.0,"['À rénover', '20-30 ans']",12368.421052631578,À rénover,20-30 ans
Villas,Ain Diab,6800000,425.0,9.0,4.0,3.0,0.0,"['Bon état', '5-10 ans']",16000.0,Bon état,5-10 ans
Villas,Anfa,11700000,890.0,9.0,4.0,3.0,0.0,"['À rénover', '10-20 ans']",13146.067415730337,À rénover,10-20 ans
Villas,Ain Diab,9500000,518.0,6.0,4.0,3.0,0.0,"['Bon état', '5-10 ans']",18339.76833976834,Bon état,5-10 ans
Villas,Longchamps (Hay Al Hanâa),17000000,1400.0,10.0,4.0,3.0,0.0,"['Bon état', '10-20 ans']",12142.857142857143,Bon état,10-20 ans
Villas,Longchamps (Hay Al Hanâa),10000000,618.0,9.0,5.0,3.0,0.0,"['À rénover', '10-20 ans']",16181.229773462785,À rénover,10-20 ans
Villas,Ain Diab,6500000,370.0,7.0,4.0,3.0,0.0,"['Bon état', '5-10 ans']",17567.567567567567,Bon état,5-10 ans
Villas,Ain Diab,7000000,450.0,7.0,4.0,3.0,0.0,"['Nouveau', '5-10 ans']",15555.555555555557,Nouveau,5-10 ans
Villas,Anfa,12000000,619.0,8.0,4.0,3.0,0.0,"['À rénover', '10-20 ans']",19386.10662358643,À rénover,10-20 ans
Villas,Anfa,10000000,590.0,8.0,4.0,3.0,0.0,"['À rénover', '10-20 ans']",16949.15254237288,À rénover,10-20 ans
Villas,Anfa,12000000,725.0,8.0,4.0,3.0,0.0,"['Bon état', '10-20 ans']",16551.724137931036,Bon état,10-20 ans
Appartements,Maârif,950000,55.0,2.0,1.0,1.0,3.0,['Bon état'],17272.727272727272,Bon état,
Appartements,Oasis,1050000,46.0,2.0,1.0,1.0,3.0,"['Nouveau', ""Moins d'un an""]",22826.08695652174,Nouveau,Moins d'un an
